1840304,8714
1874444,2859
9847706,6083
9743294,1455
2091218,7201
2539168,3498
3665921,8726
1304718,3732
4859825,4893
5073812,6156
7967242,7041
3648154,4400
4499890,8178
4827751,9678
2953192,5764
5193701,1582
9469825,9588
5372674,3883
4000877,3265
8562334,6347
8776280,5999
1129778,5530
1736031,9091
5536174,4051
6166235,1434
9573032,8195
7233006,9905
1962990,8145
3250024,4597
8996628,9741
2550035,2517
7313170,3127
2940365,4326
7492492,5736
1599130,4443
9640915,5150
3149265,4717
7124226,4801
8722786,6281
2082578,7868
2017100,4104
4931935,2840
1103685,2333
1079899,8061
3164741,8257
1486580,1209
6736157,8740
3158474,3601
6552012,3371
3759582,6943
2321822,5053
9255326,8520
7494248,9061
6801943,1628
9425552,7121
4750887,7104
6647014,1631
5841942,8030
7060901,1020
9781036,2741
9190424,3916
2696081,7238
3535793,8043
8030870,8215
1590296,2807
2663270,8055
1791697,7429
4490709,1622
4389821,2987
9396751,3936
3913539,3941
8050228,7739
1270754,9047
1572409,8577
5286281,5015
3240402,6233
6243723,8180
9392617,9866
6086275,3124
1004881,4268
5419187,1838
3706854,5667
3380628,7058
3552875,7114
2211254,8367
9158894,9350
2301887,3373
7117148,2457
6764141,7247
2718284,5594
2514453,5777
6061328,2121
6601461,4446
4684164,5981
6291317,1792
7469082,8427
5049874,4999
2319377,3718
8359631,5555
7960195,1911
2810781,2498
6869094,5288
1547908,8253
6845455,3410
4696463,3966
8461532,6803
3936054,3334
1547165,9435
9842229,6140
3368749,9530
8184781,7851
5727339,5771
1114757,8810
5857043,2377
8145490,4632
2771316,4102
8341550,7738
4415113,5580
6248561,9903
3579458,5176
1313381,2770
4169462,9628
8420068,1584
1759509,1053
8336704,3722
8492959,3631
1292663,6375
1899029,7999
2015499,2732
5581556,4394
5490002,3650
3729678,5194
7953721,1306
2219067,6857
9380714,1268
3044272,4767
5239750,6089
5271998,3800
8419817,3338
8917006,6817
6827706,7407
1480152,2728
5410605,6993
1951936,3080
8073213,4861
9298794,9519
7434381,2280
7015526,3543
1254038,2207
3114134,1490
2286544,6204
9473725,1856
5871876,7223
1255727,2921
2677687,4103
7868037,2421
1033363,2831
5677785,6454
4875876,9050
3668046,9196
3809270,2616
9369080,6150
9728042,1283
2609545,8408
8657161,1175
6475477,1827
1093956,1115
8116332,2298
5789397,8223
7772785,1096
3289096,1562
4628985,9960
6423557,3626
3459436,6188
7758175,6035
1239934,9200
1708584,7352
9908592,5799
3416730,4960
2290427,4551
6956014,5333
8094075,8391
2024309,4501
7229427,2567
8615665,4383
7533897,5415
7899350,4615
2541464,1862
7249830,8185
8428318,7807
7721065,4588
3869145,7865
9656199,3434
4011341,6492
1949383,3645
2707635,1012
7766968,8606
5261484,8369
9298650,6341
2162115,2596
5275150,6357
7141249,1783
8057708,4228
6731139,8010
1969936,8823
6474093,6698
8521585,6683
8644809,1409
8949383,5509
9556056,7054
8279681,9733
4852280,4422
3907280,8410
9405391,8038
7668821,7587
7618581,5022
7238697,3748
2839690,6979
2949818,7970
2167337,7918
3579712,8275
8193014,1451
6825957,7030
2655655,4328
5292040,8576
4453423,4427
1359842,7589
9843079,8909
2468967,4331
7793187,7759
7438551,9223
7621745,2260
1353670,6587
7185857,8691
3927042,2693
2073365,8688
4636044,4436
3915360,7071
2780503,1023
9160247,1845
9869766,5286
7719353,9847
2053214,8268
9586541,5375
6998637,8572
1014226,3229
5170367,8930
9138544,4211
2952968,7640
7921904,4329
4452216,5882
7400829,6342
1274292,5803
5938283,6229
5639235,4502
3072482,7904
1138270,8615
3855841,9181
6409240,6611
5367605,8175
1354582,4343
1294200,5150
8868749,3090
3906633,3326
6060780,9350
6538647,6288
4978261,5863
9623070,8107
8806838,2400
9205031,1531
7014907,6477
7748484,5187
2646068,9957
3911129,4421
7127010,3206
1533303,1463
2555859,5407
2776810,5846
4169148,8939
6160249,9772
6622366,6698
7218699,9972
4129133,4083
4759679,3170
6694712,2047
7571215,7725
2059525,3535
1176918,3142
