9357874,1
9357874,5
6562335,1
6562335,1
1503852,4
1503852,1
9788334,8
9788334,6
5608067,6
5608067,0
9526662,6
9526662,0
7181566,0
7181566,7
6698931,8
6698931,6
6384597,0
6384597,2
8344272,5
8344272,6
7298919,8
7298919,8
4234107,3
4234107,8
8073169,1
8073169,1
3588480,4
3588480,4
1206293,4
1206293,0
7482195,4
7482195,6
6318710,4
6318710,4
3913327,2
3913327,1
9087979,6
9087979,6
7794165,3
7794165,7
3286685,6
3286685,6
6852097,0
6852097,5
3701612,2
3701612,0
6488547,7
6488547,2
6195636,5
6195636,0
1334647,1
1334647,0
7303431,4
7303431,8
3321021,7
3321021,3
9587782,0
9587782,1
7038564,8
7038564,5
2000185,7
2000185,3
1281375,2
1281375,8
8020698,7
8020698,0
2391948,2
2391948,8
3729098,7
3729098,8
5021985,1
5021985,8
1019597,4
1019597,3
2113722,6
2113722,4
4150744,3
4150744,6
2335383,5
2335383,3
9296300,8
9296300,8
5189517,0
5189517,5
7888157,6
7888157,8
1289652,3
1289652,3
6163644,2
6163644,7
9715164,6
9715164,4
2108425,3
2108425,3
9804959,2
9804959,2
2947310,4
2947310,5
4133029,8
4133029,8
4743498,3
4743498,0
2857920,3
2857920,6
6204884,7
6204884,5
9606828,4
9606828,2
3118917,2
3118917,7
1181333,0
1181333,4
9597614,4
9597614,5
2816868,0
2816868,4
4242269,5
4242269,6
5223004,6
5223004,3
4607094,0
4607094,6
6972357,2
6972357,6
4383343,6
4383343,3
1235622,8
1235622,1
3077840,6
3077840,4
7471874,5
7471874,8
1954572,5
1954572,0
3014811,0
3014811,3
7323561,5
7323561,0
1872127,1
1872127,5
2298350,2
2298350,3
3158843,5
3158843,1
4811545,3
4811545,4
4240401,1
4240401,6
9819806,4
9819806,2
4555944,2
4555944,0
7987986,1
7987986,6
9448368,0
9448368,0
4120061,7
4120061,7
3608794,4
3608794,4
2173333,1
2173333,0
3122722,7
3122722,5
2515463,6
2515463,8
7524366,3
7524366,0
5886254,2
5886254,5
6631451,7
6631451,3
8130289,1
8130289,7
5388603,6
5388603,8
8849088,6
8849088,6
9538963,5
9538963,5
5748091,2
5748091,0
9495976,2
9495976,5
7289878,2
7289878,5
4479797,7
4479797,4
5709398,0
5709398,0
2244167,3
2244167,3
8525080,0
8525080,3
1612688,2
1612688,1
1281040,4
1281040,6
9426241,7
9426241,5
3013779,6
3013779,4
4128236,8
4128236,7
2320569,5
2320569,8
4466191,2
4466191,1
7485243,8
7485243,2
4572152,8
4572152,0
9520412,5
9520412,4
4618508,5
4618508,4
1374059,0
1374059,1
5370409,6
5370409,8
3801391,4
3801391,7
7523413,2
7523413,2
7844419,1
7844419,0
4345804,2
4345804,0
7173656,8
7173656,0
4826399,0
4826399,6
4011386,1
4011386,8
8478988,4
8478988,4
7547975,6
7547975,4
3856916,4
3856916,4
8469885,8
8469885,6
1086765,6
1086765,0
6378173,0
6378173,8
2244431,3
2244431,5
5991284,5
5991284,7
1753601,1
1753601,7
9536079,4
9536079,8
8752544,6
8752544,0
6889509,4
6889509,0
2751772,6
2751772,5
2177725,6
2177725,6
6902227,1
6902227,0
7904636,3
7904636,2
9391367,8
9391367,1
7376255,4
7376255,0
4536344,7
4536344,7
1293344,2
1293344,5
7037850,1
7037850,7
7911642,1
7911642,2
2489953,1
2489953,4
1522661,4
1522661,2
4970464,4
4970464,0
1655337,5
1655337,6
6260571,2
6260571,2
1136932,4
1136932,1
9732700,7
9732700,8
2644591,7
2644591,4
1376675,1
1376675,1
8328884,6
8328884,0
7876766,6
7876766,7
9663564,5
9663564,4
3450602,5
3450602,4
2721252,4
2721252,7
5193706,8
5193706,6
9313519,6
9313519,7
1781496,0
1781496,8
7260161,3
7260161,5
3502288,7
3502288,0
9902732,0
9902732,2
9226692,8
9226692,7
7369305,3
7369305,8
7085714,0
7085714,5
8347451,3
8347451,8
6096992,0
6096992,5
1681450,0
1681450,1
6759410,5
6759410,0
7994762,2
7994762,8
3499882,8
3499882,7
2761002,2
2761002,2
6695311,8
6695311,6
7532337,4
7532337,2
1273456,6
1273456,4
8967056,4
8967056,6
4714028,1
4714028,1
9933919,4
9933919,7
1543755,8
1543755,6
6896277,5
6896277,0
2627338,8
2627338,4
7214095,0
7214095,0
4355539,4
4355539,7
9150769,3
9150769,3
5519638,2
5519638,3
2548968,0
2548968,5
2372493,2
2372493,5
7972984,8
7972984,0
2732498,6
2732498,8
8162094,0
8162094,0
3917222,7
3917222,5
4171889,1
4171889,4
3368477,0
3368477,8
5618560,6
5618560,6
3103469,0
3103469,6
9853446,1
9853446,5
2204337,0
2204337,2
3565545,8
3565545,1
7299211,2
7299211,2
6560673,7
6560673,1
3148208,5
3148208,8
6393746,2
6393746,5
1941336,4
1941336,5
4026120,8
4026120,3
7403445,1
7403445,2
5002019,8
5002019,6
9995157,1
9995157,5
4339021,0
4339021,0
6403756,8
6403756,1
2273329,4
2273329,5
8652379,2
8652379,6
7135843,3
7135843,0
9911620,8
9911620,8
5732909,1
5732909,1
8796221,2
8796221,7
6936926,5
6936926,3
4107742,0
4107742,1
1037441,0
1037441,2
3926319,0
3926319,6
2422532,5
2422532,7
9366873,4
9366873,6
5005039,5
5005039,0
9459835,3
9459835,3
3854707,8
3854707,3
